full_name,e,q,i,om,w,ad,tp_cal,per_y,class,data_arc,condition_code,n_obs_used,two_body,A1,A2,A3,DT,M1,K1,M2,K2,PC,diameter,extent,albedo,rot_per,GM
"   73P/Schwassmann-Wachmann 3-Z",0.69335823324,0.942039154090354,11.349472014182,70.49401080978578,198.0161462720894,5.202193342637086,20060608.3091201,5.38473915450535,JFc,6,9,16,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AA",0.680633878945504,0.939284534168623,11.2950649353802,69.57271647354284,199.1079394823084,4.942895648671408,20060609.1662953,5.04394908784768,JFc,19,8,36,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AB",0.691246808725753,0.939166328287337,11.3731938601948,69.85894300547889,198.8169658347176,5.144439314208728,20060608.7135029,5.30523699962686,JFc,31,7,35,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AC",0.695367114577502,0.939045253315126,11.4052801907194,69.93380113835332,198.7526383059272,5.226049181665229,20060608.6783260,5.41218718748961,JFc,30,7,45,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AD",0.69335823324,0.940707359529286,11.3683658421522,70.21921728190907,198.3713234061079,5.194838815206602,20060608.6792402,5.37332429278925,JFc,6,9,11,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AE",0.696725656659651,0.9390511810333,11.4146906889204,69.97232230057514,198.7081422587468,5.253699387249707,20060608.3261872,5.44864597413083,JFc,20,8,43,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AF",0.676299018237858,0.941184912309177,11.2397327643991,69.84971349851291,198.7163902725815,4.873965274666579,20060607.0142232,4.95797819317181,JFc,7,9,25,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AG",0.695781146462459,0.93903924488354,11.4075896405856,69.9589661420688,198.7052943053087,5.234406180764022,20060608.9984569,5.42318760944666,JFc,24,7,79,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AH",0.69335823324,0.942986614671515,11.330632437678,70.70742060713012,197.7396253755624,5.207425474556787,20060608.6296412,5.39286478917067,JFc,3,9,19,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AI",.698251127367121,.9388880724294173,11.43065377185697,69.9710912389646,198.7294365495064,5.284088432750173,20060608.6995721,5.48858571222787,JFc,31,8,17,,,,,,21.3,10.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AJ",0.800195285662543,0.936080103000306,12.1493175429657,72.06227489809055,196.7656541361871,8.433870011583345,20060608.0111745,10.1407278330903,JFc,19,9,17,,,,,,21.3,10.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AK",0.69335823324,0.937705211325409,11.4294972671815,69.37619102093456,199.3256981265443,5.178260146122617,20060608.3826940,5.34762240191595,JFc,11,9,12,,,,,,18.8,30.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AL",0.699842823483816,0.938768583919104,11.4439332846419,69.97977382957781,198.7225549045438,5.316411417539144,20060608.4058874,5.53124539175354,JFc,14,9,15,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AM",0.69335823324,0.930937163724782,11.5441980464116,68.11933346444872,201.0885963512684,5.140885168641313,20060608.2010370,5.28983092886262,JFc,2,9,12,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AN",0.694756955270123,0.938997323738394,11.4051415712495,69.89155967192667,198.8011953376514,5.213459480441074,20060608.3161787,5.39555431326974,JFc,18,8,43,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AO",0.69376877393668,0.940750162287031,11.325884937118,70.38879700338832,198.1671916364014,5.203301013555572,20060607.8506011,5.38450079475938,JFc,2,9,19,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AP",0.701430092385429,0.938745428567555,11.4659092912232,69.9669785019781,198.7426204960793,5.349533494567575,20060606.6097834,5.57520581298437,JFc,15,8,95,,,,,,20.3,10.0,21.2,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-AQ",0.695911908759867,0.939006436459305,11.4136956180962,69.92072504439952,198.7713164253278,5.236877878048675,20060607.9000490,5.42640166347363,JFc,27,7,185,,,,,,17.5,35.0,18.5,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-AR",0.695799013016798,0.939204760431714,11.406522554195,69.96630167530681,198.7098465902828,5.235691447144216,20060606.8107967,5.4250994247122,JFc,14,9,15,,,,,,21.8,20.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AS",.7009701052570073,.9388273500021591,11.4609671423153,69.97402026227806,198.7247613547488,5.340326450383273,20060606.2629993,5.56307467730175,JFc,12,8,37,,,,,,20.3,10.0,22.3,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-AT",0.686932227480063,0.939628790402723,11.3346206138147,69.84813048476539,198.8104065064084,5.063089297374168,20060606.2886748,5.19978192644555,JFc,21,8,25,,,,,,21.0,10.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AU",0.692822353452358,0.939297958829185,11.3822058521825,69.91454525670791,198.758306151452,5.176368134624684,20060608.0976554,5.3472299051059,JFc,30,8,12,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AV",0.69335823324,0.939024287616966,11.3951152975271,69.88524740736541,198.8335456057121,5.185544439851359,20060606.4955478,5.35891017438435,JFc,19,9,12,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AW",0.67730146390118,0.940257756426406,11.2395964153711,69.79453062090771,198.8339738442099,4.887210615716875,20060607.9087760,4.97374020004107,JFc,7,9,36,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AX",0.692470126439069,0.93800953956083,11.4277852827943,69.46695211432159,199.2512703220542,5.162272873327948,20060609.4988419,5.32706652712761,JFc,2,9,16,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AY",0.675089956009265,0.940193403515323,11.2258696408536,69.71151968098572,198.92203184,4.847214039894668,20060608.9021135,4.92254048387186,JFc,7,9,28,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-AZ",0.675069986179574,0.940317777569168,11.2207094103756,69.76425985850773,198.8670388615369,4.847499521997613,20060606.7046528,4.92306340434966,JFc,7,9,13,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BA",0.682432921372534,0.940247790214922,11.2707509575385,69.92099750027795,198.6920225956304,4.981321878018315,20060606.5443897,5.09469833149912,JFc,7,9,14,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BB",0.682432921372534,0.942420571036717,11.1901846106183,70.47094006423771,197.9285670216984,4.992833014504233,20060607.0909983,5.11236823020815,JFc,2,9,15,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BC",0.700467515087574,0.938807404922457,11.4587061463897,69.95554650558832,198.7461327274749,5.329677331862838,20060606.6066092,5.54890216767565,JFc,11,8,63,,,,,,19.8,50.0,20.1,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-BD",0.682439213725336,0.946155583556335,10.9745482605982,71.41848296987524,196.4631309954056,5.012738741248541,20060606.1753380,5.14294327620725,JFc,6,9,8,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BE",0.682439213725336,0.939421340921746,11.3165548004854,69.69353534875259,199.0041336556026,4.977060677794654,20060606.9751012,5.08813390533009,JFc,5,9,16,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BF",0.685673899484921,0.939574293907841,11.3219762595877,69.83455705491185,198.8097995413545,5.038766622536469,20060607.0636384,5.16813946145222,JFc,11,8,13,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BG",0.684754805524033,0.939341834446035,11.3245005390743,69.72079451789067,198.954825666221,5.020094508477491,20060608.8070845,5.143644991578,JFc,7,9,11,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BH",0.682439213725336,0.939816246820806,11.2894062349653,69.80392620641391,198.8380687888751,4.979152891943969,20060608.6526138,5.0913426017245,JFc,6,9,9,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BI",0.682462679481376,0.939765097396971,11.3004575322101,69.75258615452337,198.9127973517095,4.979319285264455,20060608.7255428,5.09149129713147,JFc,7,9,23,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BJ",0.691094488235562,0.939252920798806,11.370228917327,69.87876451740438,198.7979116113036,5.141913552624643,20060608.6863968,5.30204668611781,JFc,8,9,13,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BK",0.691542805405763,0.939266635740712,11.3707772083427,69.89745388065928,198.7753879911289,5.150827239205409,20060608.8970880,5.31372640270597,JFc,11,9,14,,,,,,23.7,10.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BL",0.696223718867002,0.939099661465389,11.4093615023607,69.97335799061499,198.699429249213,5.243737642110893,20060608.8633871,5.43556804196274,JFc,6,9,9,,,,,,22.4,10.0,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BM",0.682439213725336,0.939756862869674,11.2943325652082,69.77558820073149,198.8613490413005,4.978838275365447,20060609.0163165,5.09086005112188,JFc,6,9,13,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BN",0.691771506515135,0.939185744588995,11.3774492573962,69.88153448038356,198.794770559419,5.154902014595489,20060608.2123911,5.31895437314373,JFc,6,9,31,,,,,,21.3,10.0,22.0,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-BO",0.691827563127927,0.939219068906999,11.3761572743389,69.89197757406906,198.7715535759656,5.156193476355007,20060608.2715693,5.32068888860887,JFc,21,7,28,,,,,,22.9,20.0,24.5,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-BP",0.682453453655532,0.939783267683454,11.2907748415971,69.81061092752898,198.8488389130481,4.979243586817398,20060608.3917749,5.09141707025829,JFc,8,9,32,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BQ",0.692453880247705,0.939155663545736,11.3882612457051,69.8657752054544,198.8198463106619,5.168257847651573,20060608.3004271,5.33641009487744,JFc,7,9,25,,,,,,20.8,10.0,23.4,5.0,,,,,,
"   73P/Schwassmann-Wachmann 3-BR",0.685154134205868,0.939601786160311,11.3192478294503,69.82671174634405,198.8412924261245,5.02904438799456,20060606.2364776,5.15557323377108,JFc,28,8,20,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BS",0.698573546172044,0.938948671781629,11.444464486684,69.93999714325663,198.7685231571228,5.291086282732009,20060605.7779192,5.49792655280095,JFc,12,9,12,,,,,,,,,,,,,,,
"   73P/Schwassmann-Wachmann 3-BT",.6861706991976252,.9721257113659511,11.24089788473029,69.67080935169361,199.3732383747841,5.223125712771274,20170316.8413629,5.45194684673211,JFc,24,8,227,,,,,,12.8,17.,,,,,,,,
"   74P/Smirnova-Chernykh",.1473606852473874,3.557339368827471,6.647907885423429,77.08706437117688,87.13268083236744,4.786961221767765,20090729.5359672,8.52212930704403,ETc,7173,0,3762,,1.704946547461838E-7,-9.177780705906462E-8,,,5.6,16.,12.1,5.,0.03,4.46,,,,
"   75D/Kohoutek",0.496307395647225,1.78465693964704,5.90720925939778,269.6860945460317,175.8017246617871,5.301637058813597,19940629.8984801,6.66947975418123,JFc,4784,,81,,3.982196062371616E-8,8.704448179457784E-9,,,10.5,10.0,14.5,5.0,0.03,4.6,,,,
"   76P/West-Kohoutek-Ikemura",.5385141130913966,1.601922782066558,30.47861159452443,84.12945088437263,.07725895891905298,5.340533433864555,20130507.5920670,6.46744781235278,JFc,7164,1,673,,-2.179143338430894E-9,-1.854189097777787E-10,,,13.9,14.,17.1,5.,0.03,0.66,,,,
"   77P/Longmore",.3579259946212981,2.310712333153357,24.39903529059599,14.91448816592601,196.7262601972561,4.886938759388459,20090707.9191543,6.82730640677259,JFc,15022,0,1756,,1.925559127417241E-9,-4.810222865403906E-10,1.39249885042531E-9,,9.2,15.,13.3,5.,0.03,8.2,,,,
"   78P/Gehrels 2",.4619028596361237,2.010282336119055,6.253845264350978,210.561210461237,192.7544368108993,5.461537100645265,20120112.4282823,7.22109005422868,JFc,14794,0,5476,,7.973361440894842E-9,-3.216321567295403E-10,-4.613162981162791E-10,-63.40103271807845,6.5,14.0,,,,,,,,
"   79P/du Toit-Hartley",.6185134899509153,1.123805320881192,3.145618792107812,280.6403368540958,281.689317338125,4.767911902548781,20130823.2858908,5.05622102755015,JFc,3684,3,198,,-4.871755274376041E-11,-3.296388071159945E-11,,,15.0,15.,,,,2.8,,,,
"   80P/Peters-Hartley",.5989902415048468,1.612724740769127,29.92275599280534,259.8892998524929,339.1311051464525,6.43059443840052,20141110.0391888,8.06521897446367,JFc,11703,2,48,,7.370111226638529E-9,-7.828764110205031E-10,-1.023511746192518E-9,,7.,25,16.,10,,,,,,
"   81P/Wild 2",.5370879398798292,1.597998884728883,3.237186708918099,136.0977475348629,41.76121131494376,5.306115405635669,20100222.5867160,6.41394404515938,JFc,3057,0,3954,,3.196357019851308E-9,6.606635854074638E-10,,,8.8,14.,13.1,5.,0.03,4.0,,,,
"   82P/Gehrels 3",.1228436023814659,3.633314709187186,1.125906251496336,239.4617259875922,226.3510356473145,4.650988338824726,20100112.3795779,8.43038046582958,ETc,12922,0,115,,,,,,5.,20.0,,,,1.46,,,,
"   83D/Russell 1",0.517209914571475,1.61154162690654,22.659458665718,230.84200613,.3762291200373954,5.064409994909118,19850705.2291439,6.09863974906463,JFc,2302,1,20,,,,,,14.,15.0,17.,10.0,,,,,,
"   84P/Giclas",.4950370873283377,1.838721393647091,7.287140451452368,112.3813030815116,276.4703221093038,5.443878367665149,20130723.2949824,6.94852897128151,JFc,12977,0,1236,,,-2.254523752598398E-11,,,12.0,15.,15.3,5.,0.03,1.80,,,,
"   85P/Boethin",0.7811606261503803994017,1.1346574522589409905748,4.2952945910302675613934,359.3961137217372,37.61838460810365,9.235116800875655,20081212.7465637,11.8063909966417,JFc,4042,8,51,,0,0,,,,,,,,,,,,
"   86P/Wild 3",.3720888070328248,2.263451702907007,15.47023509960821,72.40591139550462,179.1397184128221,4.946012718999967,20150403.3211986,6.84412153910879,JFc,7796,3,81,,-2.30174097071993E-8,-8.151286455770728E-11,-2.433794383381264E-9,1368.155664506169,14.0,11.,,,,0.86,,,,
"   87P/Bus",.3890210684886514,2.101760731664442,2.600758107323592,181.8982979881928,24.71860995154904,4.778217032758366,20131219.5901405,6.38033909484806,ETc,7792,1,269,,1.940275121176924E-8,-2.347188563695528E-9,1.075735009316867E-9,,13.5,11.,16.1,5.,0.03,0.56,,,,
"   88P/Howell",.5621150623656146,1.361788310786779,4.382645626842255,56.74340423145796,235.8397064044888,4.858057104055108,20150406.8421399,5.48444386086336,JFc,2616,0,2040,,8.41490654715616E-9,-1.600952276485376E-9,-5.178259869165402E-10,,8.4,16.,14.0,5.,0.03,4.4,,,,
"   89P/Russell 2",.4080084772299704,2.220561435566633,12.07653149283687,41.44530521765947,250.1413752712925,5.281442732250656,20161214.6684897,7.26489196573588,JFc,13102,1,153,,7.845516634871826E-9,-3.449199048737733E-10,-6.338333888223979E-10,,6.5,27.,16.6,5.,0.03,2.8,,,,
"   90P/Gehrels 1",.5097876229849263,2.974903869595904,9.635446961828288,13.25193371182212,29.27141954241039,9.16230036710752,20170619.2849934,14.950000211128,JFc,5608,1,198,,,,,,9.5,10.0,,,,7.8,,,,
"   91P/Russell 3",.3290816622224581,2.616717462328105,14.07524719718066,247.8703122143508,354.6270701675999,5.18368778817121,20130301.0944423,7.70262859730285,JFc,11007,1,273,,6.575564636758174E-8,2.540848922206974E-9,,,11.5,10.0,,,,,,,,
"   92P/Sanguin",.6593254789566613,1.825455658882622,19.44460631112987,181.4589164241891,163.7890342412169,8.891258072992841,20150301.1835357,12.4038256630773,JFc,13943,0,919,,3.715753605531182E-9,-8.373334464885918E-11,-1.997865932990026E-9,,10.5,15.0,,,,2.38,,,,
"   93P/Lovas 1",.6126652745324181,1.70014975541154,12.2044982917825,339.6274141547646,74.89809122048712,7.078560975257687,20170301.4523802,9.19621924952521,JFc,13233,1,3266,,2.376003213591359E-10,-4.938329045223305E-11,,,12.5,10.,14.6,5.,0.03,,,,,
"   94P/Russell 4",.3630174361438588,2.239652956721316,6.183281082619128,70.92166903025854,92.89879766349893,4.792416942219052,20100329.9063858,6.59307440982536,ETc,12029,0,1221,,-5.623493946980563E-11,1.914396980898096E-11,,,13.0,10.,15.1,5.,0.03,,,,,
"   96P/Machholz 1",.9592118287498192,.123748853063562,58.31221423529453,94.32323631127545,14.75774840136655,5.944130596815604,20120714.8225194,5.28467914883847,JFC,9642,0,1090,,1.069808969190584E-10,-9.383180682535005E-13,,,13.3,11.,16.5,5.,0.03,6.4,,,,
"   97P/Metcalf-Brewington",.4573932742257172,2.604021608446533,17.86957001570563,185.1974637230118,228.2912964551788,6.994169806267966,20110819.6830982,10.5134999955919,JFc,7693,2,218,,-9.814445114173195E-8,6.400189029910006E-9,-2.042375094472221E-9,218.9029919228531,4.,20.0,15.5,5.0,0.03,3.4,,,,
"   98P/Takamizawa",.5605977808221723,1.673383969949164,10.54421204182212,114.7417165616202,157.8742443878394,5.943254712851567,20130805.3573338,7.43204344767768,JFc,10752,0,682,,4.481930143048554E-9,4.240353860189232E-10,,,14.3,10.,,,,5.4,,,,
"   99P/Kowal 1",.2287716907957943,4.743442561550082,4.332540940374086,28.20833810963109,174.6153280631434,7.557564818338808,20070128.8083513,15.2536658124824,JFc,7082,0,534,,,,,,5.5,14.,11.5,5.,0.03,10.2,,,,
"  100P/Hartley 1",.4134100168407287,2.010583373203595,25.58952437887889,37.72521355662104,181.8661603902218,4.844574167588164,20160402.0333313,6.34584366412349,JFc,11354,1,383,,1.80922233832075E-9,-7.02135752197587E-11,-7.403193330184955E-10,,8.,25.0,,,,,,,,
"  101P/Chernykh",0.594171114197868,2.35062297650062,5.07933498518651,130.271019940504,263.1723818254981,9.233682915646776,20051225.3388670,13.9401752663891,JFc,442,5,181,,,,,,9.8,15.,14.1,5.,0.03,5.6,,,,
"  101P/Chernykh-B",0.59472156321091,2.35052302317501,5.07827909207403,130.2324471061459,263.1867780154515,9.24902341111129,20051224.3901379,13.9676942683486,JFc,109,6,101,,,,,,13.0,10,,,,,,,,
"  102P/Shoemaker 1",.4729510635048332,1.968559313878646,26.24763360906397,339.8562119379991,18.80153804163205,5.501560356485959,20130901.2806969,7.21862610252505,JFc,2708,3,395,,,1.185139953555036E-8,,,15.7,7.,,,,3.2,,,,
"  103P/Hartley 2",.6937804720128784,1.064195154203179,13.6042724340803,219.7487450736021,181.3222857728302,5.886342332406328,20170420.3230301,6.47874361345838,JFc,9922,0,6506,,,,,,14.7,8.,,,,1.6,,,18.1,
"  104P/Kowal 2",.6386695859566606,1.179122444061068,10.25426992139334,235.4207637354207,200.6739477005111,5.34743827838971,20160328.1515717,5.89508108782436,JFc,4685,4,133,,2.200273266754491E-8,-1.05737556441448E-10,4.296959281020488E-9,61.95449595727518,10.5,15.0,,,,2.0,,,,
"  105P/Singer Brewster",.4090801715603757,2.050520326099825,9.170894334227624,192.4125590772428,46.63529856040196,4.889576206163795,20120226.0536567,6.46415074421683,JFc,9684,0,333,,2.625617974678633E-9,-2.244252852679116E-10,-1.164257417871125E-9,-120.6821975006365,12.6,13.,16.3,5.,0.03,2.2,,,,
"  106P/Schuster",.5886970626590886,1.545698058285095,20.14848227471757,50.49922676211688,355.958463758387,5.970407069862492,20140720.2018431,7.28538450496625,JFc,13712,0,297,,7.531985617773915E-10,8.503949911323412E-11,,,10.5,23.,15.9,5.,0.03,1.88,,,,
"  108P/Ciffreo",.5433862742962028,1.708894250511029,13.09615620875901,53.65521402800832,358.1076586706113,5.776181884145419,20141018.4654730,7.24031634675239,JFc,10718,0,1447,,1.265305592606873E-9,-2.624626071368604E-10,,,10.4,21.,15.9,5.,0.03,3.2,,,,
"  109P/Swift-Tuttle",0.963225755046038,0.959516155068868,113.453816997171,139.3811920815948,152.9821676305871,51.22462284058444,19921211.9997846,133.281843840173,HTC,94131,0,652,,,,,,4.5,15.0,8.5,10.0,,26,,,,
"  110P/Hartley 3",.3135165681499246,2.480792792074184,11.68766305472273,287.7058394476048,167.5967443051142,4.746745927654093,20141217.9748629,6.86987522540375,JFc,3488,0,2097,,7.306867250159019E-9,6.951313327640705E-9,,,6.0,22.,13.3,5.,0.03,4.3,,,,
"  111P/Helin-Roman-Crockett",.1096207704078609,3.704303387230362,4.228807042165645,89.79399820609125,3.37794152502789,4.616428418086374,20130130.6292399,8.48604821158179,ETc,8753,1,137,,,-1.134125358309937E-7,,,11.5,10.0,,,,1.2,,,,
"  112P/Urata-Niijima",.5880891107121575,1.455106816255276,24.20298404102166,31.91436562161548,21.43969131331588,5.610046614240466,20130624.2796169,6.63965639824882,JFc,9866,0,381,,,6.446492205515122E-11,,,15.1,17.,18.0,5.,0.03,1.8,,,,
"  113P/Spitaler",.4244778524522092,2.118852249314715,5.776080511917678,14.38690861208656,50.02141686828044,5.244382192114901,20150423.7551330,7.06425148148293,JFc,45334,0,466,,,,,,13.1,13.,16.2,5.,0.03,2.2,,,,
"  114P/Wiseman-Skiff",.5553841362061995,1.574915425025392,18.28405195542122,271.0542474325339,172.8342430900015,5.509471585312101,20130513.8589253,6.66678770605955,JFc,7674,1,442,,1.428910144085737E-9,-1.410977749016712E-11,,,12.9,15.,,,,1.56,,,,
"  115P/Maury",.5211645777049814,2.039698918025612,11.68738422710921,176.5030959275626,120.4104598679621,6.479716409476699,20111007.3672228,8.7918019263794,JFc,9618,0,703,,,-4.551629395262424E-10,,,10.5,15.0,,,,2.22,,,,
"  116P/Wild 4",.3724795893345955,2.18706987785248,3.608054124346094,20.98840722222197,173.3190905080572,4.783444039084102,20160111.5415728,6.50669435511887,ETc,5175,1,2620,,2.749863037926113E-8,-2.153835327618092E-9,5.776156234465652E-9,43.49379804003502,6.9,17.,12.7,5.,0.03,,,,,
"  117P/Helin-Roman-Alu 1",.2551170040839119,3.044492957236404,8.701519192265307,58.92917859959257,223.0258979973945,5.129926311100256,20051220.8197729,8.2632058584552,JFc,8063,0,4268,,2.311422874248565E-7,5.561494056960285E-8,8.857821611864503E-9,-66.26764748539858,6.9,13.,11.4,5.,0.03,9,,,,
"  118P/Shoemaker-Levy 4",.427619329347923,1.983721742026572,8.508964319815064,151.8057915898687,302.1435201310048,4.947755310707035,20100102.3323737,6.45211193947561,JFc,3086,2,1582,,-7.974851685740233E-9,-2.075487651298508E-9,,243.2425751787367,11.0,13.,14.0,5.,0.03,4.8,,,,
"  119P/Parker-Hartley",.2950453641774186,3.025991011555121,5.185143628222569,243.8948571156254,181.661715328449,5.558933060968275,20140403.6644930,8.89340144187707,JFc,10438,0,1683,,2.673695739502095E-8,1.019061223024169E-8,,,2.0,23.0,,,,,,,,
"  120P/Mueller 1",.340813229617001,2.727559077565098,8.795942531284931,4.273039036177162,30.28447308525833,5.547968284673495,20130222.6673811,8.41698837236592,JFc,9571,1,135,,-1.048246107785935E-8,-1.818629568069987E-9,,,5.0,25.0,,,,3.0,,,,
"  121P/Shoemaker-Holt 2",.1837585083825333,3.752301126901096,20.15162957717192,94.16886824493135,11.75664426964608,5.441794408393304,20130902.4209579,9.85659079960933,JFc,9536,0,573,,,,,,1.5,25.0,,,,3.24,,,,
"  122P/de Vico",0.9627088867609727707019,0.6593373359243723808020,85.382753114444753350653,79.62450068849807,12.99609193700053,34.70229596786979,19951006.0001734,74.3466977284963,HTC,54902,0,294,,,,,,7.5,10,,,,,,,,
"  123P/West-Hartley",.4475110431430805,2.130948657166796,15.35041420211331,46.60756490973903,102.8554951179436,5.583046819918032,20031208.0645321,7.57499374581717,JFc,8495,0,2286,,3.692490498530727E-9,-9.570830214949263E-11,3.235387595317131E-10,19.48331532247227,6.0,21.0,,,,,,,,
